year,CTY_CODE,COUNTRY,I_1,I_2,I_3,I_4,I_5,I_6,I_7,I_8,I_9,I_10,I_11,I_12,IYR,E_1,E_2,E_3,E_4,E_5,E_6,E_7,E_8,E_9,E_10,E_11,E_12,EYR
2007,6023,Cocos (Keeling) Islands,0.079603,0.009955,0.061786,0.000553,0.112779,0.198263,0.119166,0.050565,0.047908,0.063614,0.099172,0.037508,0.880872,0.024753,0.00602,0.011736,0.000649,0.131489,0.227277,0.175544,0.273969,0.019275,0.326823,0.026069,0.007411,1.231015
2008,6023,Cocos (Keeling) Islands,0.058253,0.054153,0.030992,0.186892,0.181936,0.08554,0.043866,0.058234,0.094573,0.272062,0.065812,0.03196,1.164273,0.000395,0.006368,0.106041,0.389388,0.038051,0.011675,0.000608,0.208693,0.011812,0.160553,0.025162,0.007463,0.966209
2009,6023,Cocos (Keeling) Islands,0.146914,0.072611,0.009881,0.020324,0.041537,0.060678,0,0.022856,0,0.287379,0.060301,0.06229,0.784771,0.00109,0.040582,0.101738,0.005628,0.059563,0.016755,0.014458,0.668365,0.043982,0.054412,0.121352,0.312727,1.440652
2010,6023,Cocos (Keeling) Islands,0.04653,0.074039,0.041226,0.080193,0.009382,0.417716,0.247023,0.198133,0.042393,0.630376,0.279988,0.079103,2.146102,0.108629,0.029423,0.035233,0,0.027929,0.098071,0.077612,0,0.007357,0.233491,0.095131,0.015242,0.728118
2011,6023,Cocos (Keeling) Islands,0.151033,0.028283,0.015899,0.111444,0.194175,0.080587,0.163827,0.08443,0,0.289107,0.114538,0.278515,1.511838,0.490284,0.130959,0.01159,0,0.013998,0.210595,0.022716,0.007185,0.006918,0.002789,0.060184,0,0.957218
2012,6023,Cocos (Keeling) Islands,0.111853,0.058897,0.016545,0.099687,0.015448,0.373491,0.014049,0.064315,0.016092,0.084711,0.06059,0.060052,0.97573,0.020711,0,0,0.109039,0.144036,0.253562,0.246463,0.032701,0.112616,0,0,0.013482,0.93261
2013,6023,Cocos (Keeling) Islands,0.020293,0.022844,0.000762,0.010958,0.029857,0.00077,0,0,0,0,0,0,0.085484,0.108687,0.000171,0,0.008899,9.120163,3.018869,0,0,0,0,0,0,12.256789
2001,6024,Christmas Island,0,0,0,0,0,0,0,0,0.1,0,0,0,0.1,0.3,0,0.1,0.1,0.2,0.1,0.2,0.2,0.1,0.2,0.1,0,1.6
2002,6024,Christmas Island,0.1,0.1,0,0,0,0.1,0.1,0.1,0.1,0,0,0,0.6,0,0,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.3,0,1.2
2003,6024,Christmas Island,0.015728,0.065244,0.026711,0.020774,0.047816,0.014721,0.008547,0.011083,0.009114,0.051019,0.060135,0.027484,0.358376,0.203307,0.135943,0.007058,0.058751,0.090409,0.008754,0.083765,0.116411,0.121652,0.132727,0.034206,0.042013,1.034996
2004,6024,Christmas Island,0.090817,0.01165,0.05855,0.02451,0.030568,0.018883,0.004967,0.139092,0.05172,0.022771,0.055124,0.017564,0.526216,0.122666,0.088689,0.142834,0.262365,0.411283,0.032112,0.670814,0.065113,2.049837,0.425357,0.097682,0.117955,4.486707
2005,6024,Christmas Island,0.015497,0.072324,0.088296,0.021278,0,0.043337,0.019958,0.023994,0.002207,0.055773,0.044934,0.030015,0.417613,0.052811,0.108502,0.128811,0.390243,0.167692,0.059591,0.142565,0.546027,0.076662,0.271063,0.015237,0.046716,2.00592
2006,6024,Christmas Island,0.064824,0.15666,0.074965,0.007162,0.003444,0,0.044375,0.020436,0,0.028604,0.034985,0.014457,0.449912,0.036338,0.205561,0.209871,0.148774,0.007599,0.085161,0.04138,0.002069,0.075374,0.105395,0.02905,0.129657,1.076229
2007,6024,Christmas Island,0.006107,0.008637,1.842391,1.095315,0.207527,0.327176,0.303236,0.014898,0.087419,0.179745,0.080637,0.101693,4.254781,0.108598,0.019648,0.169381,0.09415,0.714837,0.143705,0.495586,0.184475,0.044208,0.189911,0.271183,0.108396,2.544078
2008,6024,Christmas Island,0.041903,0.080938,0.30085,0.139341,0.005597,0.002578,0.04236,0.029589,0.911275,0.444081,0.071946,0.04387,2.114328,0.042015,0.026833,0.080201,0.196638,0.323681,0.151904,0.3079,0.594378,11.094669,0.039235,0.095194,0.028919,12.981567
2009,6024,Christmas Island,0.535589,0.025806,0.009325,0.006498,0.015826,0.007288,0.042322,0.027429,0.023543,0.042558,0.017557,0.006132,0.759873,0.002062,0.085297,0.080002,0.035305,0.009743,0.018679,0.018032,0.006956,0.010034,0.519338,0.103059,0.037448,0.925955
2010,6024,Christmas Island,0.118911,0.169334,0.00211,0.010504,0.09827,0.000143,0.000522,0.04909,0.000283,0.095838,0.001564,0.028752,0.575321,0.204315,0.125106,0.114581,0.192291,0.431338,0.01761,0.134884,0.155315,0.005787,0.077165,0.110184,0.181693,1.750269
2011,6024,Christmas Island,0.558583,0.390794,0.05944,0.119899,0.001715,0.009272,0.113159,0.02398,0.011325,0.008049,0.17701,0.007825,1.481051,0.110634,0.244115,0.019827,0.068307,0.126591,0.171491,0.55373,0.015828,0.036981,0.0078,0.053892,0.076885,1.486081
2012,6024,Christmas Island,0.12921,0.050261,0.147927,0.036245,0.039088,0.000593,0.028506,0.024216,0.001873,0.010073,0.003682,0.021154,0.492828,0.005422,0.023844,0.082582,0.162908,152.448246,0.737572,0.019416,0,0.077132,0.859938,0.024413,0.123304,154.564777
2013,6024,Christmas Island,0.001498,0.006354,0.011834,0.020391,0.033673,0.093807,0,0,0,0,0,0,0.167557,0.002793,0.000404,0.024178,0.034342,0.021956,0.006961,0,0,0,0,0,0,0.090634
2001,6029,Heard and McDonald Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.1
2002,6029,Heard and McDonald Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,6029,Heard and McDonald Islands,0.019405,0,0.065959,0,0,0,0,0,0,0,0,0,0.085364,0.001247,0.021066,0.000239,0,0,0,0.028583,0.001309,0,0.329396,0.0235,0.000275,0.405615
2004,6029,Heard and McDonald Islands,0,0,0,0,0,0,0.008101,0.032765,0.000294,0.00592,0.019902,0.351005,0.417987,0.004027,0.000228,0.002815,0.027625,0.028555,0.001528,0,0,0,0,0,0.120434,0.185212
2005,6029,Heard and McDonald Islands,0.004396,0,0,0,0,0,0,0,0,0,0.012,0,0.016396,0.006534,0,0,0.021665,0.001226,0,0,0.005818,0.118666,0.006698,0,0,0.160607
2006,6029,Heard and McDonald Islands,0.0025,0,0,0.017933,0,0,0,0,0,0,0.017784,0,0.038217,0,0.15918,0.00901,0.002528,0,0.0088,0,0.112542,0.163861,0.023666,0.000834,0.114676,0.595097
2007,6029,Heard and McDonald Islands,0.010604,0,0.014312,0,0,0,0,0,0,0,0,0,0.024916,0.088402,0.494605,0.398418,0.291973,0.248328,0.017975,0.009675,0.01378,0.00075,0.025252,0.001429,0.131083,1.72167
2008,6029,Heard and McDonald Islands,0,0,0,0,0,0.009899,0,0,0,0,0,0,0.009899,0.007419,0.003149,0.183088,0.010353,0.01204,0.026381,0.014494,0.000738,0,0.029115,0.001648,0.020002,0.308427
2009,6029,Heard and McDonald Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000964,0,0.41883,1.52596,0.812867,0.869132,1.247575,0.09047,0.623133,0.758245,0.683357,0.082504,7.113037
2010,6029,Heard and McDonald Islands,0,0,0.000054,0.0032,0,0.000051,0,0,0,0,0.000964,0,0.004269,0.125753,0.474114,0.729516,0.862019,0,0.190035,0.011453,0.526713,0,0,0.735357,0,3.65496
2011,6029,Heard and McDonald Islands,0,0,0,0,0.003552,0,0.000008,0.000063,0,0,0,0,0.003623,0,0,0.025511,0.057849,0.16969,0.005325,0.061548,0.001108,0,0.030346,0.000203,0.013679,0.365259
2012,6029,Heard and McDonald Islands,0,0,0,0.014459,0.000026,0.003452,0.000021,0.000057,0.000048,0.000092,0.020838,0,0.038993,0.005368,0.002958,0,0,0.006086,0.005283,0,0,0.444238,0.015849,0,0.02,0.499782
2013,6029,Heard and McDonald Islands,0.000009,0,0,0,0.000004,0,0,0,0,0,0,0,0.000013,0,0,0,0.183304,0.166045,0.019494,0,0,0,0,0,0,0.368843
2001,6040,Papua New Guinea,4.2,1,1.3,2.6,6.2,1,3.2,5.1,4.8,4.2,3,2.7,39.3,1.7,0.8,2.2,1.7,1.8,1.1,1.7,1.9,0.9,5.1,1.8,1.7,22.4
2002,6040,Papua New Guinea,4.9,2.2,6.1,0.7,3.7,3,25.2,6.7,3.8,23.5,6.8,3.6,90.2,2.8,2,2.1,2,1.5,1.4,2.2,2.3,1.2,2.4,0.9,2.5,23.3
2003,6040,Papua New Guinea,3.138717,1.403933,1.501796,1.085932,1.558173,2.496665,3.831408,4.049987,26.776152,5.837873,8.386977,5.992856,66.060469,3.265993,0.823461,1.714219,1.007152,3.803692,4.62693,1.480692,3.215155,1.595498,3.843037,1.445701,3.454462,30.275992
2004,6040,Papua New Guinea,3.332839,6.364986,2.084975,1.864559,1.75681,2.540033,2.853534,8.929771,6.234727,6.13498,6.602943,5.607182,54.307339,1.151065,0.958891,0.802868,3.195168,2.229856,2.881856,17.528815,2.240863,2.540845,2.164766,3.369668,3.570789,42.63545
2005,6040,Papua New Guinea,3.924154,4.388289,1.498094,2.051154,3.370588,1.828419,4.355453,4.039012,5.144349,11.742337,7.760796,8.348601,58.451246,2.484138,2.547028,4.373978,3.981615,3.380573,5.871357,6.876603,5.931059,6.605288,5.201555,2.272534,5.822144,55.347872
2006,6040,Papua New Guinea,3.159496,2.359762,3.24503,2.04398,5.509969,3.803697,4.52528,7.76763,26.520708,10.79225,8.063757,5.908666,83.700225,2.417318,1.650499,4.684107,6.010852,4.260451,4.108699,3.834474,3.361835,2.240396,2.849227,3.171802,5.171873,43.761533
2007,6040,Papua New Guinea,18.228324,5.61975,5.999796,2.739354,7.470995,5.989347,9.827446,11.362347,10.771318,7.547886,12.577824,10.381235,108.515622,2.809889,2.647835,6.978027,6.337002,4.568275,4.417231,4.893893,6.415427,6.611038,11.721875,5.436996,3.051345,65.888833
2008,6040,Papua New Guinea,11.875226,9.648087,8.127252,9.843575,6.76275,4.764461,7.502459,7.595213,6.937026,11.873383,7.758275,12.89092,105.578627,4.120625,2.991221,6.044254,3.267005,4.878579,4.29232,5.753159,4.718656,6.106578,7.750249,8.813025,11.311653,70.047324
2009,6040,Papua New Guinea,6.97328,7.648801,5.971918,5.726812,4.97964,5.391923,7.48983,6.858841,10.571037,14.289588,17.883683,9.145694,102.931047,10.228306,6.603509,34.10993,25.859979,8.07624,22.350984,8.504678,16.147935,8.741929,5.033654,63.655168,8.491873,217.804185
2010,6040,Papua New Guinea,7.51733,6.207491,8.58516,8.763565,6.212292,4.784442,2.888319,8.636439,11.630632,11.508743,12.405032,7.538859,96.678304,27.912922,4.739,9.816918,18.706409,10.799271,25.438665,6.696217,20.001477,27.883827,17.299962,6.97202,9.812676,186.079364
2011,6040,Papua New Guinea,4.101895,5.973027,3.874933,5.002758,4.761779,28.035813,6.565293,14.245918,18.622446,15.526489,15.973808,19.001631,141.68579,5.284755,4.976468,13.214226,13.480479,8.203872,8.642369,16.540618,7.67513,82.093524,54.61377,79.492551,9.750149,303.967911
2012,6040,Papua New Guinea,19.858548,18.235145,14.80104,12.248867,8.546922,4.351523,5.221945,6.482834,4.9061,8.848098,6.679441,7.827662,118.008125,93.637269,80.946,15.535372,26.761361,80.034593,8.379615,14.372273,13.372759,17.68679,15.82021,9.098855,15.690585,391.335682
2013,6040,Papua New Guinea,9.353816,5.626878,9.730911,4.454184,4.201438,4.924881,0,0,0,0,0,0,38.292108,18.202687,10.717713,18.658954,12.633118,16.672899,13.516259,0,0,0,0,0,0,90.40163
2001,6141,New Zealand,188.9,179.2,174.4,195.8,199.4,250.6,194.4,179.2,151.9,169.6,149,166.8,2199.2,125.9,132.6,372.7,114,378.9,128.1,125.8,128.7,124.9,154.1,148.9,175.9,2110.5
2002,6141,New Zealand,146.7,128.6,175.8,210.4,275.5,246.4,226.8,203.6,160,152.7,151.9,203.2,2281.6,139.2,123,175.3,121.5,167.7,189.8,151,147.9,143.7,148,152.3,153.8,1813.2
2003,6141,New Zealand,160.474991,161.764586,223.085208,245.100983,231.992617,232.06535,216.715038,204.833451,191.830133,176.785095,157.434835,201.059077,2403.141364,136.091618,113.990944,138.700432,128.154399,136.904283,150.705651,172.558258,160.705366,145.922457,168.271299,209.470547,186.232252,1847.707506
2004,6141,New Zealand,230.402903,207.204803,261.278479,268.709682,275.087284,317.622313,276.919702,258.736289,205.764955,216.249442,199.488022,250.450737,2967.914611,211.845852,218.471484,157.67206,147.045251,152.912192,159.657745,169.234036,179.753062,166.90191,181.144855,164.88546,163.357891,2072.881798
2005,6141,New Zealand,243.598594,230.529937,333.865919,292.337005,272.842274,320.980528,252.038499,226.956692,220.747236,258.816989,217.737307,284.788817,3155.239797,176.011608,177.768889,197.171725,181.888736,177.457589,179.237632,188.467741,222.984763,215.831783,320.014299,360.221152,195.021046,2592.076963
2006,6141,New Zealand,284.943673,209.596275,283.315796,267.762189,259.407952,263.503504,298.624744,274.005223,245.505904,228.587169,219.854204,281.343172,3116.449805,306.376698,314.227199,161.565777,157.943384,316.958689,158.609936,333.618222,158.920468,184.523271,336.52602,195.059666,181.836445,2806.165775
2007,6141,New Zealand,263.467549,224.123298,248.140708,298.841733,296.616725,285.993104,302.140461,255.176014,209.827702,230.233759,246.736913,252.061054,3113.35902,317.620097,157.508026,218.045875,178.783575,328.30213,192.911146,189.625348,262.164647,220.741299,209.147705,210.372366,232.340532,2717.562746
2008,6141,New Zealand,246.825652,224.312612,320.655216,254.49507,306.775128,270.486201,288.128943,295.931705,203.84201,205.45773,247.415374,306.489013,3170.814654,197.422517,178.037964,206.684823,203.84372,216.589134,208.953548,218.876176,298.256564,198.379103,227.702053,211.952244,167.208955,2533.906801
2009,6141,New Zealand,246.20572,267.840768,257.709744,212.266205,241.584489,228.047912,243.350707,166.745006,126.544491,169.965953,163.090279,234.386066,2557.73734,176.242774,143.187223,164.739581,141.319555,159.141734,217.222978,167.01805,205.300155,207.493045,204.593163,189.654965,182.591436,2158.504659
2010,6141,New Zealand,172.120504,188.009798,248.206098,287.583391,265.882055,290.71304,265.945671,224.027721,186.634326,191.563875,186.66236,256.192581,2763.54142,226.923156,187.938259,208.907031,182.680894,193.6864,183.553155,260.866986,240.02401,241.096487,258.758529,221.188104,414.541698,2820.164709
2011,6141,New Zealand,213.271965,227.05398,309.093158,315.278795,308.798146,329.630428,335.636981,245.110191,201.504193,202.395558,239.664546,240.220116,3167.658057,210.162771,471.392827,220.929919,214.263343,236.717363,313.661312,306.176915,290.367725,366.103301,311.634733,390.200028,240.105044,3571.715281
2012,6141,New Zealand,260.788556,244.771372,344.143996,307.547507,349.0361,364.534624,331.255982,259.119685,198.128143,192.928593,266.096938,317.706124,3436.05762,382.593208,216.061183,252.361612,228.430476,221.212018,269.25825,225.871073,318.521467,269.568227,259.403305,274.164693,309.922787,3227.368299
2013,6141,New Zealand,316.66668,250.859151,362.863492,348.774292,317.839417,301.710774,0,0,0,0,0,0,1898.713806,214.212869,203.997344,262.355881,249.154404,253.640247,294.15224,0,0,0,0,0,0,1477.512985
2001,6142,Cook Islands,0,0.1,0,0,0,0,0,0,0,0,0,0.2,0.3,0,0.1,0.2,0.1,0,0.1,0,0.1,0,0.1,0,0,0.7
2002,6142,Cook Islands,0,0.1,0.1,0.1,0.1,0,0.1,0,0,0.3,0.2,0.1,1.1,0.1,0,0,0,0,0.2,0.1,0,0.1,0.1,0.1,0.1,0.8
2003,6142,Cook Islands,0.049465,0.114124,0.492039,0.198173,0.143971,0.162795,0.173287,0.245771,0.146484,0.141924,0.346445,0.792002,3.00648,0.018638,0.082941,0.017064,0.066595,0.026325,0.075464,0.58,0.310241,0.063016,0.355656,0.149558,0.356823,2.102321
2004,6142,Cook Islands,0.157912,0.148295,0.093468,0.260122,0.095562,1.038352,0.202002,0.378422,0.212624,0.122241,0.600778,0.240045,3.549823,0.268499,0.039973,0.119186,0.085485,0.048163,0.014407,0.032903,0.084208,0.035262,0.060362,0.074404,0.071888,0.93474
2005,6142,Cook Islands,0.081873,0.194403,0.143381,0.146748,0.170131,0.297501,0.269485,0.095897,0.09585,0.036165,0.024187,0.189204,1.744825,0.011873,0.188685,0.113689,0.093884,0.056145,0.208798,0.048332,0.094153,0.143038,0.229134,0.126839,0.058239,1.372809
2006,6142,Cook Islands,0.038178,0.020627,0.040934,0.146807,0.040417,0.047582,0.212906,0.074426,1.06156,0.15713,0.107624,0.149571,2.097762,0.160632,0.084601,0.136477,0.134435,0.044602,1.627751,0.339172,0.14892,0.07575,0.054606,0.167947,0.053061,3.027954
2007,6142,Cook Islands,0.057146,0.015086,0.022526,0.067258,0.292442,0.111129,0.231871,0.033907,0.056932,0.042031,0.686388,0.098122,1.714838,0.188637,0.044368,0.139219,0.046764,0.040449,0.197582,0.517688,0.183675,0.394941,0.1257,0.238765,0.275939,2.393727
2008,6142,Cook Islands,0.117668,0.155312,0.043169,0.056814,0.265774,0.219189,0.064502,0.008416,0.010087,0.159132,0.019731,0.00249,1.122284,0.155589,0.086155,0.089469,0.110977,0.305822,0.204705,0.439666,0.244075,0.265683,0.097523,0.61062,0.180489,2.790773
2009,6142,Cook Islands,0.005221,0.170369,0.029487,0.059013,0.03252,0.009277,0.008399,0.045721,0.080197,0.030573,0.014393,0.454708,0.939878,0.02579,0.140459,0.079941,0.126752,0.170456,0.416829,0.248726,0.278838,0.075629,0.044795,0.137217,0.218254,1.963686
2010,6142,Cook Islands,0.01637,0.319502,0.009768,0.028971,0.024291,0.084616,0.055941,0.05827,0.712771,0.074662,0.345097,0.072117,1.802376,0.22371,0.184495,0.529158,0.191509,0.302409,0.691305,0.268628,0.168064,0.269216,0.345941,0.27328,0.41092,3.858635
2011,6142,Cook Islands,0.119631,0.05226,0.039121,0.028254,0.022287,0.017697,0.09977,0.00573,0.007521,0.052618,0.240872,0.058169,0.74393,0.173861,0.128644,0.370905,0.131837,0.426318,0.535317,0.3696,0.172719,1.354691,0.348613,0.383856,0.207957,4.604318
2012,6142,Cook Islands,0.020718,0.004508,0.180566,0.183021,0.344293,0.144669,0.021003,0.080715,0.092813,0.12048,0.181099,0.010198,1.384083,0.152309,0.354992,0.271849,0.158089,0.605882,0.756834,0.488691,0.336705,0.265412,1.413697,0.554017,0.145744,5.504221
2013,6142,Cook Islands,0.009603,0.006263,0.006666,0.016146,0.013536,0.071208,0,0,0,0,0,0,0.123422,0.230767,0.35717,0.274086,0.174863,0.312278,0.528269,0,0,0,0,0,0,1.877433
2001,6143,Tokelau,0.2,3.6,0.2,0.3,0.2,0.3,3.3,0.1,0.6,0.6,0.3,0.3,10,0.9,2.1,0.7,0.9,0.6,0.4,0.6,0.2,0.7,1,1,0.9,10
2002,6143,Tokelau,0.1,0.4,0.3,0.3,0.2,0.2,0.2,0.3,0.1,0.3,0.1,0.2,2.7,1.1,0.8,2,1.6,6.9,0.5,0.6,0.8,0.9,1,0.9,0.9,18
2003,6143,Tokelau,0.617662,0.495376,0.486113,0.455911,0.333126,1.233885,0.569391,0.949495,0.224789,0.639615,0.159998,0.15789,6.323251,2.201522,1.591217,0.838361,0.736104,0.478481,2.291274,1.753277,0.852482,1.418429,0.741709,1.713325,0.555545,15.171726
2004,6143,Tokelau,0.27077,0.053432,0.216213,0.186594,0.307626,0.33748,0.164159,0.450095,0.472691,0.492918,0.472558,0.772428,4.196964,2.764372,2.153785,3.302095,1.80073,1.171435,1.562416,1.493137,2.895488,4.331445,1.894146,0.918432,1.10835,25.395831
2005,6143,Tokelau,0.704664,0.194114,0.235631,0.63767,0.476876,0.660459,0.671682,0.344211,0.361938,0.237978,5.365403,0.910136,10.800762,6.995577,13.607628,6.196129,4.191782,5.024368,9.458014,14.107921,5.147512,2.888353,2.853766,2.546694,6.804783,79.822527
2006,6143,Tokelau,0.700404,0.56231,0.718667,0.413676,0.273794,0.50773,0.431397,0.11853,0.269853,0.3972,0.40334,0.238013,5.034914,4.452488,4.850942,2.469289,2.474932,8.413725,5.943236,4.389135,2.433964,3.238574,2.120359,1.763156,2.200646,44.750446
2007,6143,Tokelau,0.733359,0.078226,0.357497,2.250203,0.339439,0.180291,0.285698,0.390911,0.781314,0.316832,0.94472,0.576173,7.234663,1.01599,4.425849,2.803248,6.124923,3.594713,7.199783,4.599935,5.307293,7.380629,4.733132,4.8035,3.433409,55.422404
2008,6143,Tokelau,0.534877,1.063662,0.336661,0.252961,0.318969,0.247288,0.139213,0.462662,0.397959,1.029465,0.400264,0.175013,5.358994,1.346202,1.718695,4.168617,2.412695,3.66994,3.823786,3.947493,3.055117,6.519598,3.513007,2.89213,2.268254,39.335534
2009,6143,Tokelau,0.061765,0.277396,0.275539,0.179561,13.076549,0.545192,0.557405,0.155381,0.539994,0.334609,0.328011,0.642511,16.973913,1.72956,1.271383,1.485759,1.53474,1.169923,1.500189,2.54083,0.655897,0.253621,0.137675,0.265075,0.381533,12.926185
2010,6143,Tokelau,0.891791,0.327737,0.199765,0.23416,0.302862,0.123069,0.276512,0.113818,0.322924,0.299523,0.258532,0.179772,3.530465,0.756722,0.856836,0.177456,0.08882,0.077622,0.091848,0.197525,0.446016,0.221047,0.053566,0.167625,0.803376,3.938459
2011,6143,Tokelau,0.311995,0.576843,0.185869,0.428013,0.530511,0.287048,1.111981,0.325545,1.603515,0.461068,0.491305,0.385915,6.699608,0.152842,0.044141,2.137256,0.171381,0.007259,0.202019,0.359879,0.093429,0.220216,0.15818,0.274127,1.065664,4.886393
2012,6143,Tokelau,0.357604,0.496154,0.56853,0.515677,0.133383,0.64766,0.5025,0.359949,0.364831,0.555043,0.328831,0.412574,5.242736,0.105611,3.005008,4.536775,1.143032,0.65288,0.234174,2.449332,0.277577,0.624912,0.341637,0.051156,0,13.422094
2013,6143,Tokelau,0.120101,0.060217,0.017407,0.201129,0.524771,0.13147,0,0,0,0,0,0,1.055095,0.006014,0.00025,0.021593,0.001001,0.013025,0.007267,0,0,0,0,0,0,0.04915
2001,6144,Niue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0.1
2002,6144,Niue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0.1,0.1,0,0,0,0,0.3
2003,6144,Niue,0,0,0,0,0,0.088293,0,0,0,0,0,0.029346,0.117639,0.001947,0,0,0.009322,0.000528,0,0,0,0,0.018956,0.029444,0.001606,0.061803
2004,6144,Niue,0.000263,0,0,0,0.010685,0.137059,0.03755,0.001021,0,0.008542,0,0,0.19512,0,0.269188,0.000557,0.004725,0.075267,0.004245,0.002656,0.066125,0.008412,0.000265,0.03828,0.143565,0.613285
2005,6144,Niue,0,0,0,0.004257,0,0,0.076184,0.018076,0,0,0.024775,0.015586,0.138878,0.018135,0.137602,0.001313,0,0.051275,0.088116,0.004823,0,0,0.076384,0.072737,0.157258,0.607643
2006,6144,Niue,0,0,0,0,0,0,0,0,0.050734,0.000455,0.022184,0,0.073373,0.05135,0.011398,0.028308,0.046003,0.03343,0.027659,0.059625,0.041729,0.009968,0.011412,1.773257,0.44619,2.540329
2007,6144,Niue,0,0,0.0332,0.002898,0,0,0.015847,0.063494,0.106605,0.115683,0.042946,0.016684,0.397357,0.263273,0.305866,0.25087,0.044253,0.059728,0.533176,0.151443,0.009568,0.000218,0.015,0.01336,0.015568,1.662323
2008,6144,Niue,0.000279,0.036959,0.000331,0.014841,0.01116,0.003365,0.003554,0.003075,0.002152,0,0,0,0.075716,0.090938,0.074657,0.076878,0.053863,0.042397,0.032015,0.001685,0.027852,0.005026,0.05051,0.033121,0.02072,0.509662
2009,6144,Niue,0.00232,0,0,0.012143,0,0.006918,0.000257,0,0,0,0,0,0.021638,0.001076,0,0.109394,0.009416,0.091561,0.087376,0.044653,0.173744,0.038194,0.047862,0.127735,0.478601,1.209612
2010,6144,Niue,0.004358,0.007027,0.000254,0.00005,0.000601,0.016597,0,0.000953,0,0.000642,0.001422,0,0.031904,0.136623,0.059254,0.08833,0.125686,0.084097,0.016463,0.119524,0.181142,0.70942,0.035601,0.013685,0.00115,1.570975
2011,6144,Niue,0.000213,0.000241,0.016611,0.002556,0.00984,0.001353,0.000466,0.010568,0.002613,0.004278,0.001759,0.002297,0.052795,0.153292,0.015186,0.151099,0.134438,0.086969,0.064418,0.028357,0.010848,0.043883,0.0043,0.00284,0.020539,0.716169
2012,6144,Niue,0.001829,0.001335,0.001819,0.007849,0.004648,0.013453,0.02468,0.025816,0.013215,0.019681,0.020172,0.015855,0.150352,0.039283,0.054632,0.008039,0.013542,0.006915,0.014355,0.044815,0,0.018541,0.050332,0.01186,0.509434,0.771748
2013,6144,Niue,0.01038,0.00339,0.01864,0.025163,0.016845,0.00899,0,0,0,0,0,0,0.083408,0,0.024503,0.050077,0.030067,0.006762,0.005029,0,0,0,0,0,0,0.116438
2001,6150,Samoa,0.4,0.5,0.5,0.5,0.6,0.7,0.8,1.1,0.6,0.6,0.5,0.6,7.4,0.7,1.2,1.2,1.4,1.6,0.5,0.9,0.8,59,0.9,0.9,1,70.1
2002,6150,Samoa,0.5,0.3,0.4,0.4,0.4,0.7,1,0.7,0.5,0.5,0.4,0.4,6.2,0.5,0.7,0.5,0.4,0.8,0.7,0.5,0.4,0.5,0.4,1.6,0.7,7.7
2003,6150,Samoa,0.288576,0.222744,0.226021,0.291276,0.289612,0.268382,0.813657,0.609734,0.525626,0.342447,0.264288,0.298422,4.440785,0.61154,0.525164,0.800228,0.65154,1.027125,1.296331,0.70463,0.979444,0.584236,0.713231,0.721586,1.933635,10.54869
2004,6150,Samoa,0.213514,0.118549,0.209386,0.356542,0.320769,0.425679,0.534552,0.615293,0.471914,0.429368,0.447129,0.568169,4.710864,0.70096,0.766237,0.831089,1.247073,1.010762,0.99125,0.840084,1.277548,1.594926,1.07694,1.006933,1.063781,12.407583
2005,6150,Samoa,0.340391,0.484075,0.5722,0.589588,0.704004,0.64854,0.685254,0.9565,0.900829,0.673594,0.67317,0.70943,7.937575,0.637005,0.872665,1.020061,0.872483,1.207851,1.596368,1.688792,1.224755,1.700614,1.450044,1.362484,0.905839,14.538961
2006,6150,Samoa,0.353374,0.390306,0.563858,0.339176,0.498376,0.415819,0.320565,0.259119,0.233377,0.256078,0.230043,0.398151,4.258242,0.992187,0.800288,0.907042,1.210214,1.287376,1.269012,0.779265,1.631491,2.960263,2.610887,1.24731,2.598058,18.293393
2007,6150,Samoa,0.27855,0.379421,0.276211,0.355799,0.571111,0.842129,0.611496,0.427035,0.346401,0.440945,0.453047,0.439855,5.422,0.798399,0.75041,1.594279,1.488235,1.614694,1.621521,2.365853,1.528704,1.164773,1.241735,1.717333,0.830391,16.716327
2008,6150,Samoa,0.301178,0.470681,0.365562,0.155724,0.303811,0.539929,0.469247,0.274686,0.526207,0.393152,0.313446,0.592015,4.705638,0.914561,1.296141,0.982392,1.230101,0.72956,1.023651,0.839451,0.55426,1.418482,1.519768,1.726428,1.071471,13.306266
2009,6150,Samoa,0.618933,0.429013,0.370089,0.443493,0.39803,0.275924,0.211611,0.297182,0.269691,0.398162,0.449237,0.648621,4.809986,0.474925,1.615197,0.8964,0.892632,3.828824,1.613722,2.245607,1.148425,1.146087,1.601972,1.88447,1.335403,18.683664
2010,6150,Samoa,0.087482,0.087987,0.134504,0.151171,0.238075,0.452727,0.438002,0.559646,0.445852,0.135284,0.35613,0.244838,3.331698,1.077929,1.382366,1.767114,1.404471,1.390255,1.781464,1.786834,1.194335,1.538891,2.059016,2.136696,1.605047,19.124418
